method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,10,234,91,486,4139,577.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,12,255,70,564,4061,634.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,13,261,64,606,4019,670.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,14,266,59,643,3982,702.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,15,274,51,680,3945,731.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,16,277,48,717,3908,765.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,17,279,46,750,3875,796.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,18,288,37,777,3848,814.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,19,290,35,818,3807,853.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,1,40,285,56,4569,341.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,20,294,31,845,3780,876.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,21,300,25,864,3761,889.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,22,305,20,877,3748,897.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,23,307,18,901,3724,919.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,24,307,18,897,3728,915.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,25,306,19,926,3699,945.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,26,309,16,917,3708,933.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,27,311,14,919,3706,933.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,28,311,14,914,3711,928.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,29,311,14,918,3707,932.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,2,80,245,105,4520,350.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,30,314,11,880,3745,891.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,31,314,11,851,3774,862.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,33,317,8,837,3788,845.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,34,316,9,782,3843,791.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,35,316,9,778,3847,787.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,36,316,9,794,3831,803.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,37,317,8,768,3857,776.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,38,315,10,773,3852,783.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,39,317,8,768,3857,776.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,3,104,221,165,4460,386.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,40,320,5,785,3840,790.0,0
method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite_flat,0,41,319,6,787,3838,793.0,0
